Date,City,State,Max_Temp,Min_Temp,Avg_Temp,Humidity,Rainfall,Wind_Speed,AQI,AQI_Category,Pressure,Visibility
2024-01-24,Delhi,Delhi,35.1,21.4,28.3,62.1,0.0,8.3,167,Moderate,1003.8,45.1
2024-01-24,Bengaluru,Karnataka,43.2,31.0,37.1,69.5,67.7,20.9,55,Satisfactory,990.1,65.5
2024-01-24,Chennai,Tamil Nadu,30.2,24.6,27.4,69.2,0.0,12.5,169,Moderate,1002.9,16.5
2024-01-24,Kolkata,West Bengal,40.0,34.3,37.2,35.2,3.6,17.6,43,Good,1002.7,61.4
2024-01-24,Hyderabad,Telangana,37.7,23.6,30.7,69.8,0.0,22.8,84,Satisfactory,992.3,55.7
2024-01-24,Ahmedabad,Gujarat,25.2,16.0,20.6,49.2,0.0,4.8,266,Poor,1009.6,37.6
2024-01-24,Jaipur,Rajasthan,38.0,24.6,31.3,75.0,0.0,9.0,287,Poor,1017.6,47.4
2024-01-24,Lucknow,Uttar Pradesh,41.4,27.9,34.7,89.6,0.0,10.5,253,Poor,1011.0,72.0
2024-01-24,Bhopal,Madhya Pradesh,32.5,25.8,29.2,58.0,0.0,5.6,237,Poor,990.9,66.4
2024-01-25,Mumbai,Maharashtra,31.8,26.1,29.0,56.6,3.2,10.4,180,Moderate,997.6,98.9
2024-01-25,Delhi,Delhi,38.8,32.4,35.6,61.6,45.4,10.8,160,Moderate,991.4,7.9
2024-01-25,Bengaluru,Karnataka,28.2,23.0,25.6,79.2,30.2,4.7,315,Very Poor,1023.5,34.8
2024-01-25,Chennai,Tamil Nadu,37.1,23.8,30.4,94.0,0.0,10.9,87,Satisfactory,1001.9,56.4
2024-01-25,Kolkata,West Bengal,36.1,25.7,30.9,79.5,0.0,8.0,146,Moderate,996.8,10.5
2024-01-25,Hyderabad,Telangana,30.4,15.7,23.1,66.3,0.0,12.2,164,Moderate,1011.9,51.4
2024-01-25,Ahmedabad,Gujarat,44.9,31.1,38.0,70.5,0.0,11.1,208,Poor,991.4,50.2
2024-01-25,Jaipur,Rajasthan,29.6,14.9,22.2,89.1,47.3,5.0,286,Poor,1017.7,16.9
2024-01-25,Lucknow,Uttar Pradesh,30.5,16.7,23.6,91.4,42.4,13.1,156,Moderate,1020.2,60.9
2024-01-25,Bhopal,Madhya Pradesh,30.7,23.7,27.2,79.5,0.0,15.3,166,Moderate,1020.3,98.2
2024-01-26,Mumbai,Maharashtra,41.6,28.9,35.2,67.3,0.0,21.6,316,Very Poor,1005.4,85.5
2024-01-26,Delhi,Delhi,26.2,12.4,19.3,59.1,53.9,2.4,264,Poor,1006.7,70.3
2024-01-26,Bengaluru,Karnataka,38.9,32.5,35.7,49.5,0.0,6.8,349,Very Poor,1023.5,5.8
2024-01-26,Chennai,Tamil Nadu,38.5,25.3,31.9,49.2,0.2,19.0,278,Poor,995.0,76.6
2024-01-26,Kolkata,West Bengal,38.2,25.5,31.8,85.0,0.0,3.8,60,Satisfactory,1004.3,43.7
2024-01-26,Hyderabad,Telangana,32.0,25.9,28.9,82.5,15.1,14.0,195,Moderate,1000.5,12.3
2024-01-26,Ahmedabad,Gujarat,40.9,28.8,34.9,33.3,0.0,7.3,328,Very Poor,999.8,81.3
2024-01-26,Jaipur,Rajasthan,33.1,19.0,26.1,50.9,4.8,24.5,240,Poor,1011.1,39.0
2024-01-26,Lucknow,Uttar Pradesh,27.5,13.6,20.5,62.7,4.5,3.7,261,Poor,1013.9,28.0
2024-01-26,Bhopal,Madhya Pradesh,41.5,28.4,34.9,65.9,5.2,8.2,81,Satisfactory,1007.4,32.0
2024-01-27,Mumbai,Maharashtra,37.6,32.0,34.8,78.7,0.0,3.1,59,Satisfactory,999.7,72.2
2024-01-27,Delhi,Delhi,41.8,36.7,39.3,46.0,0.0,10.3,137,Moderate,999.5,85.1
2024-01-27,Bengaluru,Karnataka,40.8,26.9,33.8,58.2,36.4,4.1,160,Moderate,1014.0,51.9
2024-01-27,Chennai,Tamil Nadu,37.7,25.6,31.6,30.3,1.8,24.2,257,Poor,1016.6,95.3
2024-01-27,Kolkata,West Bengal,31.0,24.9,27.9,80.8,0.0,24.0,181,Moderate,1007.5,46.1
2024-01-27,Hyderabad,Telangana,29.2,20.5,24.8,54.0,0.0,20.9,243,Poor,1019.8,25.1
2024-01-27,Ahmedabad,Gujarat,34.4,20.6,27.5,44.0,0.0,5.1,137,Moderate,1012.8,75.2
2024-01-27,Jaipur,Rajasthan,37.9,28.9,33.4,76.4,0.0,10.5,199,Moderate,992.0,15.6
2024-01-27,Lucknow,Uttar Pradesh,30.4,17.0,23.7,31.0,0.0,4.9,165,Moderate,1004.5,51.8
2024-01-27,Bhopal,Madhya Pradesh,35.6,24.7,30.1,30.6,0.0,17.6,279,Poor,1000.9,78.5
2024-01-28,Mumbai,Maharashtra,35.4,20.7,28.0,38.2,0.3,4.8,130,Moderate,999.3,6.7
2024-01-28,Delhi,Delhi,40.5,30.3,35.4,52.6,0.0,16.9,47,Good,1024.1,85.5
2024-01-28,Bengaluru,Karnataka,43.0,30.1,36.6,80.7,0.0,3.5,190,Moderate,998.0,28.4
2024-01-28,Chennai,Tamil Nadu,39.9,30.2,35.1,33.8,9.6,24.8,63,Satisfactory,1009.1,96.5
2024-01-28,Kolkata,West Bengal,32.3,25.1,28.7,42.7,1.5,15.3,237,Poor,995.1,82.1
2024-01-28,Hyderabad,Telangana,32.8,21.0,26.9,46.9,0.0,12.8,59,Satisfactory,1021.2,72.2
2024-01-28,Ahmedabad,Gujarat,27.9,22.9,25.4,71.0,19.4,14.2,250,Poor,998.5,52.6
2024-01-28,Jaipur,Rajasthan,26.5,18.8,22.7,82.5,0.0,3.0,104,Moderate,995.8,47.3
2024-01-28,Lucknow,Uttar Pradesh,26.0,12.6,19.3,93.8,0.0,24.1,348,Very Poor,996.9,95.4
2024-01-28,Bhopal,Madhya Pradesh,39.2,24.4,31.8,67.0,0.0,3.7,98,Satisfactory,1011.8,98.2
2024-01-29,Mumbai,Maharashtra,40.9,26.8,33.8,91.3,46.5,19.4,262,Poor,995.7,50.3
2024-01-29,Delhi,Delhi,29.9,18.5,24.2,73.3,1.7,13.5,150,Moderate,990.4,5.9
2024-01-29,Bengaluru,Karnataka,43.5,36.2,39.9,71.2,2.3,18.8,49,Good,993.3,45.7
2024-01-29,Chennai,Tamil Nadu,34.6,23.0,28.8,37.7,37.8,24.8,155,Moderate,991.6,77.3
2024-01-29,Kolkata,West Bengal,32.8,20.3,26.6,89.7,0.0,20.1,151,Moderate,998.8,58.6
2024-01-29,Hyderabad,Telangana,38.1,30.7,34.4,42.5,0.0,7.1,94,Satisfactory,991.4,8.4
2024-01-29,Ahmedabad,Gujarat,42.3,34.5,38.4,91.8,0.0,13.9,149,Moderate,1016.6,31.8
2024-01-29,Jaipur,Rajasthan,42.9,28.4,35.6,88.0,0.0,13.4,97,Satisfactory,997.2,61.2
2024-01-29,Lucknow,Uttar Pradesh,31.6,18.1,24.9,43.5,14.8,13.7,299,Poor,1004.3,82.0
2024-01-29,Bhopal,Madhya Pradesh,31.6,19.7,25.7,80.1,20.6,14.4,51,Satisfactory,999.9,45.4
2024-01-30,Mumbai,Maharashtra,27.6,14.9,21.2,30.0,0.0,24.4,134,Moderate,997.9,33.9
2024-01-30,Delhi,Delhi,29.6,24.6,27.1,77.4,9.7,19.1,133,Moderate,1019.7,45.1
2024-01-30,Bengaluru,Karnataka,31.5,19.4,25.4,83.1,36.0,20.6,161,Moderate,1024.5,76.7
2024-01-30,Chennai,Tamil Nadu,36.8,25.2,31.0,35.1,0.0,20.0,53,Satisfactory,1010.4,95.5
2024-01-30,Kolkata,West Bengal,30.3,19.3,24.8,49.3,0.0,13.8,329,Very Poor,1007.8,40.1
2024-01-30,Hyderabad,Telangana,41.6,29.6,35.6,76.4,4.7,18.8,290,Poor,1020.2,31.0
2024-01-30,Ahmedabad,Gujarat,28.9,20.5,24.7,51.8,9.8,18.7,193,Moderate,1009.7,95.0
2024-01-30,Jaipur,Rajasthan,32.6,26.0,29.3,81.1,0.0,21.3,340,Very Poor,990.4,71.9
2024-01-30,Lucknow,Uttar Pradesh,33.8,26.4,30.1,75.8,48.3,3.2,307,Very Poor,1007.7,73.3
2024-01-30,Bhopal,Madhya Pradesh,28.6,15.6,22.1,65.9,19.2,5.6,310,Very Poor,1000.8,32.6
2024-01-31,Mumbai,Maharashtra,38.5,25.5,32.0,46.3,6.3,22.8,56,Satisfactory,990.4,69.0
2024-01-31,Delhi,Delhi,36.0,28.1,32.0,49.9,0.0,18.9,282,Poor,1004.2,11.5
2024-01-31,Bengaluru,Karnataka,30.7,21.4,26.1,74.6,0.0,23.7,236,Poor,1012.5,68.8
2024-01-31,Chennai,Tamil Nadu,29.0,19.8,24.4,78.8,0.0,11.9,200,Moderate,1024.3,11.4
2024-01-31,Kolkata,West Bengal,28.6,13.9,21.2,37.4,4.1,11.7,121,Moderate,1002.1,42.8
2024-01-31,Hyderabad,Telangana,29.1,19.3,24.2,47.5,56.0,15.9,334,Very Poor,992.7,12.2
2024-01-31,Ahmedabad,Gujarat,30.9,25.0,28.0,68.9,0.0,2.3,249,Poor,1023.8,28.8
2024-01-31,Jaipur,Rajasthan,39.1,28.0,33.6,50.3,51.8,23.8,332,Very Poor,993.7,19.7
2024-01-31,Lucknow,Uttar Pradesh,39.7,25.9,32.8,43.2,5.9,11.4,118,Moderate,990.5,60.4
2024-01-31,Bhopal,Madhya Pradesh,34.0,19.4,26.7,55.9,8.4,24.5,174,Moderate,993.6,5.8
2024-02-01,Mumbai,Maharashtra,26.9,14.4,20.6,89.4,0.0,18.6,230,Poor,990.3,61.0
2024-02-01,Delhi,Delhi,37.8,30.3,34.0,76.4,23.9,19.0,106,Moderate,990.5,28.6
2024-02-01,Bengaluru,Karnataka,30.4,22.9,26.7,34.1,4.6,17.5,299,Poor,992.8,95.4
2024-02-01,Chennai,Tamil Nadu,41.1,27.9,34.5,90.6,5.5,19.1,61,Satisfactory,1015.8,54.5
2024-02-01,Kolkata,West Bengal,32.4,18.2,25.3,68.0,0.0,22.6,180,Moderate,1013.3,79.8
2024-02-01,Hyderabad,Telangana,37.6,30.1,33.9,75.9,4.3,23.5,130,Moderate,992.2,83.4
2024-02-01,Ahmedabad,Gujarat,33.9,28.7,31.3,49.6,0.0,23.3,166,Moderate,993.7,77.6
2024-02-01,Jaipur,Rajasthan,38.1,30.5,34.3,40.4,0.0,17.3,252,Poor,1020.9,82.3
2024-02-01,Lucknow,Uttar Pradesh,27.2,19.3,23.3,50.1,0.0,10.2,284,Poor,1002.4,83.7
2024-02-01,Bhopal,Madhya Pradesh,31.2,17.0,24.1,91.9,0.0,23.6,161,Moderate,1020.7,14.7
2024-02-02,Mumbai,Maharashtra,36.1,26.0,31.1,42.6,8.6,21.8,229,Poor,1016.2,46.7
2024-02-02,Delhi,Delhi,28.2,16.5,22.3,41.7,0.0,5.8,267,Poor,990.1,73.3
2024-02-02,Bengaluru,Karnataka,35.3,28.7,32.0,35.4,21.6,7.6,108,Moderate,1002.4,15.0
2024-02-02,Chennai,Tamil Nadu,35.4,24.3,29.8,45.9,0.0,7.0,212,Poor,1023.6,63.5
2024-02-02,Kolkata,West Bengal,33.3,24.0,28.7,65.2,0.0,13.5,235,Poor,1004.4,87.7
2024-02-02,Hyderabad,Telangana,35.7,29.5,32.6,69.4,0.0,17.9,317,Very Poor,997.2,42.2
2024-02-02,Ahmedabad,Gujarat,29.1,19.0,24.0,57.3,0.0,12.9,253,Poor,1009.6,64.7
2024-02-02,Jaipur,Rajasthan,30.1,25.0,27.5,77.0,5.4,21.4,285,Poor,1007.0,36.7
2024-02-02,Lucknow,Uttar Pradesh,34.0,27.2,30.6,85.6,0.0,10.9,103,Moderate,1018.1,90.7
2024-02-02,Bhopal,Madhya Pradesh,26.3,12.6,19.5,55.3,0.0,16.9,289,Poor,992.6,40.7
2024-02-03,Mumbai,Maharashtra,33.7,18.7,26.2,66.3,0.0,10.6,183,Moderate,992.4,40.1
2024-02-03,Delhi,Delhi,39.5,27.9,33.7,76.1,0.2,13.1,279,Poor,990.2,81.4
2024-02-03,Bengaluru,Karnataka,36.0,30.3,33.1,79.8,5.9,20.5,248,Poor,1008.1,18.3
2024-02-03,Chennai,Tamil Nadu,37.4,25.0,31.2,41.0,2.0,22.9,242,Poor,1016.6,61.7
2024-02-03,Kolkata,West Bengal,42.8,32.0,37.4,71.1,1.6,8.2,114,Moderate,997.1,34.8
2024-02-03,Hyderabad,Telangana,29.3,20.0,24.7,89.0,0.0,18.0,244,Poor,1003.4,83.1
2024-02-03,Ahmedabad,Gujarat,40.9,33.2,37.1,75.0,2.7,9.5,255,Poor,999.4,23.1
2024-02-03,Jaipur,Rajasthan,29.4,18.4,23.9,47.2,6.7,19.5,256,Poor,996.6,13.4
2024-02-03,Lucknow,Uttar Pradesh,32.4,23.0,27.7,32.0,12.4,7.6,246,Poor,1009.5,8.7
2024-02-03,Bhopal,Madhya Pradesh,31.5,17.5,24.5,87.7,73.1,21.0,218,Poor,1019.6,28.7
2024-02-04,Mumbai,Maharashtra,26.3,20.4,23.4,94.9,3.3,21.7,52,Satisfactory,1024.9,27.9
2024-02-04,Delhi,Delhi,33.2,26.9,30.1,31.5,0.0,9.2,44,Good,1012.9,27.0
2024-02-04,Bengaluru,Karnataka,40.3,29.0,34.7,79.5,0.5,15.0,221,Poor,1011.9,87.1
2024-02-04,Chennai,Tamil Nadu,36.6,21.7,29.2,79.2,0.0,7.3,328,Very Poor,1010.9,93.2
2024-02-04,Kolkata,West Bengal,31.8,21.6,26.7,43.8,10.0,20.5,56,Satisfactory,1015.0,61.4
2024-02-04,Hyderabad,Telangana,34.1,22.3,28.2,74.0,0.0,13.5,241,Poor,1014.2,71.2
2024-02-04,Ahmedabad,Gujarat,30.5,23.9,27.2,71.3,6.0,12.5,92,Satisfactory,1013.4,84.5
2024-02-04,Jaipur,Rajasthan,25.4,12.6,19.0,69.6,7.0,24.1,164,Moderate,1008.8,51.4
2024-02-04,Lucknow,Uttar Pradesh,28.1,17.3,22.7,48.0,0.0,10.2,171,Moderate,991.8,8.0
2024-02-04,Bhopal,Madhya Pradesh,26.7,15.6,21.2,87.3,0.0,21.8,268,Poor,1021.0,23.7
2024-02-05,Mumbai,Maharashtra,30.7,17.7,24.2,94.8,0.4,24.4,59,Satisfactory,1006.3,85.5
2024-02-05,Delhi,Delhi,31.7,26.0,28.9,93.4,69.7,4.0,105,Moderate,1003.5,11.7
2024-02-05,Bengaluru,Karnataka,29.6,19.9,24.7,47.5,0.0,24.4,176,Moderate,1016.6,96.9
2024-02-05,Chennai,Tamil Nadu,30.6,17.6,24.1,51.2,0.0,7.9,59,Satisfactory,1002.4,69.0
2024-02-05,Kolkata,West Bengal,29.2,16.1,22.7,39.5,0.0,3.9,214,Poor,1007.0,33.7
2024-02-05,Hyderabad,Telangana,41.1,34.7,37.9,67.7,5.1,8.3,182,Moderate,1007.1,12.8
2024-02-05,Ahmedabad,Gujarat,31.1,17.9,24.5,33.7,4.2,15.2,307,Very Poor,1013.4,78.8
2024-02-05,Jaipur,Rajasthan,31.3,20.9,26.1,84.6,0.0,6.5,192,Moderate,1007.1,75.5
2024-02-05,Lucknow,Uttar Pradesh,34.7,21.3,28.0,53.5,0.0,12.4,100,Satisfactory,1016.7,17.0
2024-02-05,Bhopal,Madhya Pradesh,44.0,37.3,40.7,66.9,5.8,7.3,245,Poor,1009.3,40.4
2024-02-06,Mumbai,Maharashtra,27.8,17.1,22.5,42.0,0.0,21.0,340,Very Poor,1000.0,93.1
2024-02-06,Delhi,Delhi,36.4,30.0,33.2,54.3,0.0,14.8,94,Satisfactory,1019.6,80.6
2024-02-06,Bengaluru,Karnataka,38.5,31.3,34.9,44.2,0.0,2.0,234,Poor,1020.5,80.3
2024-02-06,Chennai,Tamil Nadu,40.0,33.5,36.7,59.8,0.0,23.2,104,Moderate,991.4,32.7
2024-02-06,Kolkata,West Bengal,29.8,15.7,22.7,60.4,0.0,13.2,349,Very Poor,1005.0,61.7
2024-02-06,Hyderabad,Telangana,40.4,31.4,35.9,83.8,0.0,9.8,322,Very Poor,1007.9,63.4
2024-02-06,Ahmedabad,Gujarat,35.2,25.2,30.2,33.3,0.0,21.3,179,Moderate,995.6,7.4
2024-02-06,Jaipur,Rajasthan,29.7,24.3,27.0,77.1,0.0,6.0,161,Moderate,1003.3,81.1
2024-02-06,Lucknow,Uttar Pradesh,40.0,33.8,36.9,80.2,0.0,23.4,45,Good,1003.6,11.3
2024-02-06,Bhopal,Madhya Pradesh,41.5,31.3,36.4,80.4,0.0,24.1,122,Moderate,1013.4,93.7
2024-02-07,Mumbai,Maharashtra,37.2,25.4,31.3,50.6,76.3,19.0,338,Very Poor,999.7,31.8
2024-02-07,Delhi,Delhi,25.2,13.0,19.1,75.9,0.0,9.8,120,Moderate,992.8,47.1
2024-02-07,Bengaluru,Karnataka,31.9,18.5,25.2,90.8,36.1,3.4,224,Poor,993.2,20.5
2024-02-07,Chennai,Tamil Nadu,28.0,13.3,20.7,59.0,0.0,17.2,219,Poor,1016.3,76.6
2024-02-07,Kolkata,West Bengal,43.1,29.9,36.5,79.2,0.0,17.3,314,Very Poor,1004.4,43.2
2024-02-07,Hyderabad,Telangana,42.9,28.8,35.9,50.4,0.0,6.2,297,Poor,1002.0,45.8
2024-02-07,Ahmedabad,Gujarat,27.4,15.0,21.2,64.5,0.0,15.7,76,Satisfactory,1005.2,20.6
2024-02-07,Jaipur,Rajasthan,35.9,21.9,28.9,52.4,56.1,20.9,318,Very Poor,1009.8,67.4
2024-02-07,Lucknow,Uttar Pradesh,33.0,24.7,28.9,30.7,0.0,15.3,343,Very Poor,1006.2,16.3
2024-02-07,Bhopal,Madhya Pradesh,29.3,23.6,26.5,68.7,7.4,14.2,216,Poor,993.6,21.4
2024-02-08,Mumbai,Maharashtra,30.9,16.5,23.7,83.2,28.2,11.9,56,Satisfactory,1002.2,9.8
2024-02-08,Delhi,Delhi,38.8,29.3,34.1,44.7,0.0,10.3,187,Moderate,1018.8,83.0
2024-02-08,Bengaluru,Karnataka,32.0,23.4,27.7,82.4,0.0,12.7,108,Moderate,1006.9,84.9
2024-02-08,Chennai,Tamil Nadu,32.6,19.5,26.1,83.5,0.0,23.4,251,Poor,994.2,93.7
2024-02-08,Kolkata,West Bengal,35.6,30.3,33.0,60.9,4.1,24.3,61,Satisfactory,1009.7,72.9
2024-02-08,Hyderabad,Telangana,33.4,27.2,30.3,69.8,0.0,10.2,298,Poor,1009.3,43.3
2024-02-08,Ahmedabad,Gujarat,41.3,30.2,35.7,54.3,0.0,11.5,61,Satisfactory,1013.7,67.5
2024-02-08,Jaipur,Rajasthan,32.9,26.1,29.5,40.2,0.0,5.9,111,Moderate,1020.8,57.9
2024-02-08,Lucknow,Uttar Pradesh,35.0,22.7,28.9,92.3,72.0,23.1,164,Moderate,1012.2,64.8
2024-02-08,Bhopal,Madhya Pradesh,40.0,29.7,34.9,74.0,4.3,5.4,301,Very Poor,1019.2,56.3
2024-02-09,Mumbai,Maharashtra,33.6,24.8,29.2,89.5,0.0,13.8,140,Moderate,1000.8,59.4
2024-02-09,Delhi,Delhi,25.8,18.1,21.9,30.4,0.0,18.8,289,Poor,1002.1,68.8
2024-02-09,Bengaluru,Karnataka,43.9,34.9,39.4,80.9,0.0,15.9,77,Satisfactory,1013.1,70.4
2024-02-09,Chennai,Tamil Nadu,43.8,37.0,40.4,70.5,0.0,11.6,169,Moderate,995.6,21.2
2024-02-09,Kolkata,West Bengal,40.1,26.2,33.2,35.5,0.0,17.2,112,Moderate,1011.1,20.5
2024-02-09,Hyderabad,Telangana,25.5,12.1,18.8,93.4,26.2,23.3,52,Satisfactory,1004.7,9.8
2024-02-09,Ahmedabad,Gujarat,36.5,27.6,32.0,31.9,5.9,9.0,163,Moderate,991.4,60.9
2024-02-09,Jaipur,Rajasthan,44.5,34.0,39.3,47.9,29.0,10.6,172,Moderate,1009.2,9.8
2024-02-09,Lucknow,Uttar Pradesh,41.6,28.6,35.1,44.6,67.2,4.2,309,Very Poor,1005.8,37.1
2024-02-09,Bhopal,Madhya Pradesh,26.7,19.6,23.1,78.9,0.0,9.7,90,Satisfactory,1003.8,55.3
2024-02-10,Mumbai,Maharashtra,36.4,23.4,29.9,79.4,0.0,10.3,57,Satisfactory,1004.3,69.6
2024-02-10,Delhi,Delhi,25.7,16.8,21.2,75.3,0.0,22.4,111,Moderate,1021.3,33.2
2024-02-10,Bengaluru,Karnataka,33.2,25.8,29.5,73.7,8.3,11.1,151,Moderate,995.5,75.1
2024-02-10,Chennai,Tamil Nadu,38.4,30.7,34.6,35.3,20.9,24.5,219,Poor,1017.8,67.6
2024-02-10,Kolkata,West Bengal,42.3,34.4,38.4,60.4,0.0,9.6,102,Moderate,1009.7,85.8
2024-02-10,Hyderabad,Telangana,43.7,31.8,37.7,83.5,0.0,20.8,347,Very Poor,991.4,89.5
2024-02-10,Ahmedabad,Gujarat,30.9,23.8,27.3,79.7,0.0,4.9,302,Very Poor,1024.3,69.0
2024-02-10,Jaipur,Rajasthan,31.5,19.7,25.6,68.6,0.0,11.9,110,Moderate,999.7,78.0
2024-02-10,Lucknow,Uttar Pradesh,38.8,31.5,35.2,70.6,0.0,5.0,53,Satisfactory,1011.2,85.7
2024-02-10,Bhopal,Madhya Pradesh,39.7,31.3,35.5,61.1,0.0,2.3,48,Good,992.9,29.6
2024-02-11,Mumbai,Maharashtra,37.6,28.4,33.0,65.6,1.8,24.2,218,Poor,991.8,89.6
2024-02-11,Delhi,Delhi,36.3,26.3,31.3,34.5,0.0,23.1,261,Poor,1004.2,18.6
2024-02-11,Bengaluru,Karnataka,30.9,20.6,25.7,75.4,9.0,17.6,40,Good,1023.1,33.1
2024-02-11,Chennai,Tamil Nadu,30.4,23.3,26.8,73.0,0.0,18.8,212,Poor,1001.3,68.2
2024-02-11,Kolkata,West Bengal,31.9,25.5,28.7,36.1,8.3,4.4,281,Poor,1004.1,74.2
2024-02-11,Hyderabad,Telangana,27.4,22.4,24.9,76.3,0.0,14.4,215,Poor,1019.8,96.0
2024-02-11,Ahmedabad,Gujarat,35.3,29.4,32.4,65.7,0.0,7.5,69,Satisfactory,993.3,34.9
2024-02-11,Jaipur,Rajasthan,28.5,13.7,21.1,58.9,71.2,15.4,134,Moderate,1018.4,36.1
2024-02-11,Lucknow,Uttar Pradesh,33.1,21.3,27.2,74.3,3.2,5.0,257,Poor,1010.2,70.9
2024-02-11,Bhopal,Madhya Pradesh,40.1,26.3,33.2,62.5,0.0,2.6,231,Poor,1000.0,47.1
2024-02-12,Mumbai,Maharashtra,42.0,35.0,38.5,38.2,0.0,15.5,57,Satisfactory,1008.9,13.2
2024-02-12,Delhi,Delhi,27.1,16.3,21.7,65.4,2.4,3.0,118,Moderate,1007.4,70.5
2024-02-12,Bengaluru,Karnataka,31.2,20.0,25.6,88.4,8.1,10.4,98,Satisfactory,1012.4,49.3
2024-02-12,Chennai,Tamil Nadu,39.0,28.5,33.8,53.3,0.0,3.3,142,Moderate,1016.8,71.7
2024-02-12,Kolkata,West Bengal,38.5,29.6,34.0,79.2,38.9,7.8,340,Very Poor,994.2,60.5
2024-02-12,Hyderabad,Telangana,32.6,26.9,29.7,52.1,5.1,24.9,164,Moderate,1005.8,38.7
2024-02-12,Ahmedabad,Gujarat,27.3,13.5,20.4,57.0,0.0,16.9,331,Very Poor,992.2,82.3
2024-02-12,Jaipur,Rajasthan,38.0,23.4,30.7,39.8,0.0,11.2,161,Moderate,1001.8,17.0
2024-02-12,Lucknow,Uttar Pradesh,28.3,15.9,22.1,43.6,0.0,22.1,288,Poor,1010.2,37.8
2024-02-12,Bhopal,Madhya Pradesh,35.8,30.0,32.9,66.8,0.0,5.3,224,Poor,995.3,46.1
2024-02-13,Mumbai,Maharashtra,26.6,12.2,19.4,79.1,0.0,13.0,282,Poor,1012.1,83.7
2024-02-13,Delhi,Delhi,30.5,16.1,23.3,38.1,0.0,18.6,200,Moderate,991.4,43.5
2024-02-13,Bengaluru,Karnataka,36.6,22.3,29.4,73.7,66.7,2.5,292,Poor,1024.4,13.2
2024-02-13,Chennai,Tamil Nadu,30.6,24.3,27.4,58.6,0.0,15.8,107,Moderate,1021.6,41.4
2024-02-13,Kolkata,West Bengal,33.9,28.4,31.1,83.3,0.0,20.4,235,Poor,1009.4,83.5
2024-02-13,Hyderabad,Telangana,40.7,29.7,35.2,56.9,9.6,7.1,97,Satisfactory,1011.9,59.3
2024-02-13,Ahmedabad,Gujarat,26.2,15.1,20.7,79.6,5.3,3.8,97,Satisfactory,1005.5,20.5
2024-02-13,Jaipur,Rajasthan,29.0,20.2,24.6,33.3,0.0,10.8,196,Moderate,1019.4,18.8
2024-02-13,Lucknow,Uttar Pradesh,26.2,20.5,23.4,67.3,0.0,24.1,53,Satisfactory,991.7,14.3
2024-02-13,Bhopal,Madhya Pradesh,28.7,18.3,23.5,72.0,0.6,8.8,79,Satisfactory,992.7,21.1
2024-02-14,Mumbai,Maharashtra,27.5,17.3,22.4,46.0,3.6,23.8,211,Poor,995.0,41.3
2024-02-14,Delhi,Delhi,26.5,21.5,24.0,73.6,0.0,11.6,94,Satisfactory,990.8,36.9
2024-02-14,Bengaluru,Karnataka,27.0,12.4,19.7,69.0,0.0,7.4,287,Poor,993.4,22.0
2024-02-14,Chennai,Tamil Nadu,38.6,28.1,33.3,60.9,0.0,10.0,114,Moderate,1017.4,99.3
2024-02-14,Kolkata,West Bengal,42.5,29.2,35.8,44.6,38.7,6.2,266,Poor,1018.0,36.7
2024-02-14,Hyderabad,Telangana,33.4,22.6,28.0,84.1,0.0,17.9,210,Poor,994.9,44.5
2024-02-14,Ahmedabad,Gujarat,33.1,22.9,28.0,94.8,0.0,5.1,312,Very Poor,995.6,95.2
2024-02-14,Jaipur,Rajasthan,43.1,28.2,35.7,43.5,0.0,11.6,218,Poor,1002.5,61.4
2024-02-14,Lucknow,Uttar Pradesh,28.2,18.5,23.4,66.0,5.7,2.6,214,Poor,1002.4,79.1
2024-02-14,Bhopal,Madhya Pradesh,30.2,18.3,24.2,66.9,8.0,13.2,169,Moderate,994.7,29.8
2024-02-15,Mumbai,Maharashtra,37.0,26.8,31.9,48.7,0.0,18.9,331,Very Poor,990.8,60.6
2024-02-15,Delhi,Delhi,28.5,18.8,23.6,35.9,0.0,14.0,46,Good,1021.4,23.6
2024-02-15,Bengaluru,Karnataka,42.2,31.5,36.8,87.9,0.0,19.2,96,Satisfactory,1022.0,59.4
2024-02-15,Chennai,Tamil Nadu,30.4,23.4,26.9,46.0,0.0,11.8,67,Satisfactory,1011.5,12.7
2024-02-15,Kolkata,West Bengal,28.4,18.3,23.3,43.9,2.9,2.3,287,Poor,1012.7,68.5
2024-02-15,Hyderabad,Telangana,43.7,38.5,41.1,40.0,0.0,17.2,349,Very Poor,1013.8,93.5
2024-02-15,Ahmedabad,Gujarat,39.4,31.5,35.5,87.2,26.2,7.9,306,Very Poor,997.7,18.1
2024-02-15,Jaipur,Rajasthan,35.0,23.3,29.1,45.5,0.0,11.4,240,Poor,997.3,97.8
2024-02-15,Lucknow,Uttar Pradesh,43.7,35.7,39.7,80.8,58.4,11.1,266,Poor,994.6,68.8
2024-02-15,Bhopal,Madhya Pradesh,36.5,29.4,33.0,62.8,3.2,19.1,123,Moderate,998.1,43.5
2024-02-16,Mumbai,Maharashtra,29.0,16.1,22.6,89.1,62.6,21.5,156,Moderate,996.4,95.8
2024-02-16,Delhi,Delhi,31.8,26.2,29.0,61.6,0.0,20.6,306,Very Poor,1020.6,33.7
2024-02-16,Bengaluru,Karnataka,42.1,29.5,35.8,39.5,6.9,9.6,198,Moderate,1007.5,66.3
